_id	admin_level	confirmed	confirmed_doublingRate	confirmed_numIncrease	confirmed_numIncrease_per_100k	confirmed_per_100k	confirmed_rolling	confirmed_rolling_per_100k	country_name	date	dead	dead_doublingRate	dead_numIncrease	dead_numIncrease_per_100k	dead_per_100k	dead_rolling	dead_rolling_per_100k	location_id	mostRecent	name	source
"CHN_None_None2020-02-12"	0	44759	11.768526026	373	0.0264205709	3.1703977585	2474.1428222656	0.1752500385	"China"	"2020-02-12"	1117	7.5800413436	5	0.0003541631	0.0791200474	79.1428604126	0.0056058969	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-13"	0	59895	8.3431040746	15136	1.0721226931	4.2425203323	4186.8569335938	0.2965660989	"China"	"2020-02-13"	1369	7.3060060647	252	0.0178498235	0.0969698727	105.1428604126	0.007447545	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-14"	0	66358	9.0002366406	6463	0.4577912986	4.7003116608	4606.8569335938	0.3263158202	"China"	"2020-02-14"	1521	7.8428295486	152	0.0107665602	0.1077364311	114.7142868042	0.0081255147	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-15"	0	68413	13.2886400168	2055	0.1455610543	4.845872879	4514.1430664062	0.3197486103	"China"	"2020-02-15"	1663	9.8078967632	142	0.0100582335	0.1177946627	122.5714263916	0.0086820563	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-16"	0	70513	17.5316836443	2100	0.148748517	4.9946212769	4383.4287109375	0.3104897738	"China"	"2020-02-16"	1766	11.4529505874	103	0.0072957608	0.1250904202	123	0.0087124137	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-17"	0	72434	26.4080325508	1921	0.1360694766	5.1306905746	4297.1430664062	0.3043779433	"China"	"2020-02-17"	1864	13.2231081823	98	0.0069415979	0.1320320219	121.7142868042	0.0086213434	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-18"	0	74211	31.5634830861	1777	0.1258695871	5.2565603256	4260.7143554688	0.3017975986	"China"	"2020-02-18"	2003	13.4049012155	139	0.0098457355	0.1418777555	127.2857131958	0.009015982	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-19"	0	74619	49.0483883512	408	0.0288997125	5.2854599953	4265.7143554688	0.3021517694	"China"	"2020-02-19"	2116	14.0202370467	113	0.008004087	0.1498818398	142.7142791748	0.0101088285	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-20"	0	75077	-18.0778446569	458	0.0324413441	5.3179011345	2168.8571777344	0.1536258608	"China"	"2020-02-20"	2238	20.9638789005	122	0.0086415811	0.1585234255	124.1428604126	0.0087933652	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-21"	0	75550	-9.0023484325	473	0.0335038342	5.3514051437	1313.1428222656	0.0930133611	"China"	"2020-02-21"	2238	50.6556389979	0	0	0.1585234255	102.4285736084	0.007255285	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-22"	0	77001	-8.2264161219	1451	0.1027781442	5.4541835785	1226.8571777344	0.0869015157	"China"	"2020-02-22"	2443	51.4819522979	205	0.0145206889	0.1730441153	111.4285736084	0.0078927791	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-23"	0	77022	-7.061408924	21	0.0014874852	5.4556708336	929.8571166992	0.0658642277	"China"	"2020-02-23"	2445	230.4373841758	2	0.0001416653	0.1731857806	97	0.0068707652	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-24"	0	77241	-5.9333372429	219	0.0155123463	5.4711833	686.7142944336	0.0486417785	"China"	"2020-02-24"	2595	156.3175041539	150	0.0106248949	0.1838106811	104.4285736084	0.0073969504	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-25"	0	77754	-5.4455343059	513	0.0363371409	5.5075201988	506.1428527832	0.0358514301	"China"	"2020-02-25"	2665	173.5496458814	70	0.0049582841	0.1887689531	94.5714263916	0.006698743	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-26"	0	78166	-4.3835348509	412	0.0291830432	5.5367035866	506.7142944336	0.0358919054	"China"	"2020-02-26"	2717	-33.0644994435	52	0.0036832967	0.1924522519	85.8571395874	0.0060814871	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-27"	0	78600	-4.1867104553	434	0.0307413619	5.5674448013	503.2857055664	0.03564905	"China"	"2020-02-27"	2746	-17.3755222025	29	0.0020541463	0.1945064068	72.5714263916	0.0051404252	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-28"	0	78928	-4.1864857883	328	0.0232331026	5.5906777382	482.5714416504	0.0341818035	"China"	"2020-02-28"	2790	-18.0494695711	44	0.0031166356	0.1976230443	78.8571395874	0.0055856588	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-02-29"	0	79356	-3.646871537	428	0.0303163659	5.620994091	336.4285583496	0.0238301214	"China"	"2020-02-29"	2837	-10.8835854275	47	0.0033291336	0.2009521723	56.2857131958	0.0039868653	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-01"	0	79932	-4.0160617669	576	0.0407995954	5.6617937088	415.7142944336	0.0294461362	"China"	"2020-03-01"	2872	-11.9935432376	35	0.002479142	0.2034313083	61	0.0043207905	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-02"	0	80136	-4.0462718233	204	0.0144498562	5.676243782	413.5714416504	0.0292943511	"China"	"2020-03-02"	2914	-8.5609703847	42	0.0029749705	0.2064062804	45.5714302063	0.0032279443	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-03"	0	80261	-3.897452195	125	0.0088540791	5.6850976944	358.1428527832	0.0253682006	"China"	"2020-03-03"	2947	-7.6419539276	33	0.0023374767	0.208743766	40.2857131958	0.002853543	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-04"	0	80386	-3.7120085824	125	0.0088540791	5.6939516068	317.1428527832	0.022464063	"China"	"2020-03-04"	2983	-6.7460512185	36	0.0025499747	0.2112937421	38	0.0026916401	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-05"	0	80537	-4.6438689089	151	0.0106957275	5.704647541	276.7142944336	0.0196004007	"China"	"2020-03-05"	3015	-8.2754543903	32	0.0022666443	0.2135603726	38.4285697937	0.0027219967	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-06"	0	80690	-5.395782498	153	0.010837392	5.715485096	251.7142791748	0.017829584	"China"	"2020-03-06"	3044	-7.5271315983	29	0.0020541463	0.2156145275	36.2857131958	0.0025702126	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-07"	0	80770	-5.3720869601	80	0.0056666103	5.7211513519	202	0.0143081909	"China"	"2020-03-07"	3072	-8.0714538098	28	0.0019833136	0.2175978422	33.5714302063	0.0023779527	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-08"	0	80823	-4.7999774504	53	0.0037541294	5.7249054909	127.2857131958	0.009015982	"China"	"2020-03-08"	3100	-7.5174312693	28	0.0019833136	0.219581157	32.5714302063	0.00230712	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-09"	0	80860	-4.8655633663	37	0.0026208074	5.7275266647	103.4285736084	0.0073261177	"China"	"2020-03-09"	3123	-7.2228267315	23	0.0016291505	0.2212103009	29.8571434021	0.0021148599	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-10"	0	80887	-5.2642599608	27	0.001912481	5.7294387817	89.4285736084	0.0063344608	"China"	"2020-03-10"	3139	-7.3885733347	16	0.0011333221	0.2223436236	27.428571701	0.0019428378	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-11"	0	80921	-4.8350554092	34	0.0024083094	5.7318472862	76.4285736084	0.0054136366	"China"	"2020-03-11"	3161	-7.6776501831	22	0.0015583178	0.2239019424	25.428571701	0.0018011726	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-12"	0	80932	-4.2613957636	11	0.0007791589	5.7326264381	56.4285697937	0.0039969841	"China"	"2020-03-12"	3172	-7.7181605281	11	0.0007791589	0.2246811092	22.428571701	0.0015886747	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-13"	0	80945	-3.5900138447	13	0.0009208242	5.7335472107	36.4285697937	0.0025803314	"China"	"2020-03-13"	3180	-6.5452695221	8	0.0005666611	0.2252477705	19.428571701	0.0013761768	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-14"	0	80977	-3.6613844007	32	0.0022666443	5.7358140945	29.571428299	0.002094622	"China"	"2020-03-14"	3193	-7.6671552096	13	0.0009208242	0.2261685878	17.2857151031	0.0012243926	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-15"	0	81003	-3.4040896608	26	0.0018416484	5.7376556396	25.7142848969	0.0018214105	"China"	"2020-03-15"	3204	-6.4426929077	11	0.0007791589	0.2269477397	14.8571424484	0.0010523705	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-16"	0	81033	-3.3933597616	30	0.0021249789	5.739780426	24.7142848969	0.0017505778	"China"	"2020-03-16"	3219	-7.4687813558	15	0.0010624895	0.2280102372	13.7142858505	0.0009714189	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-17"	0	81058	-3.5496136071	25	0.0017708157	5.7415513992	24.428571701	0.00173034	"China"	"2020-03-17"	3232	-7.8929973671	13	0.0009208242	0.2289310545	13.2857141495	0.0009410621	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-18"	0	81102	-3.7721268308	44	0.0031166356	5.7446680069	25.8571434021	0.0018315294	"China"	"2020-03-18"	3243	-7.5203458289	11	0.0007791589	0.2297102213	11.7142858505	0.0008297536	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-19"	0	81156	-4.3452185444	54	0.0038249621	5.7484927177	32	0.0022666443	"China"	"2020-03-19"	3251	-7.3092249009	8	0.0005666611	0.2302768826	11.2857141495	0.0007993968	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-20"	0	81250	-5.3962548705	94	0.0066582672	5.7551512718	43.5714302063	0.0030862789	"China"	"2020-03-20"	3255	-7.3270323364	4	0.0002833305	0.2305602133	10.7142858505	0.000758921	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-21"	0	81305	-6.4781789567	55	0.0038957947	5.7590470314	46.8571434021	0.0033190146	"China"	"2020-03-21"	3262	-7.2524034669	7	0.0004958284	0.2310560346	9.8571424484	0.0006982074	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-22"	0	81435	-12.6915806224	130	0.0092082415	5.7682552338	61.7142868042	0.0043713851	"China"	"2020-03-22"	3277	-7.8575802575	15	0.0010624895	0.2321185321	10.428571701	0.0007386832	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-23"	0	81493	-19.7969666493	58	0.0041082925	5.7723636627	65.7142868042	0.0046547158	"China"	"2020-03-23"	3279	-7.3417950837	2	0.0001416653	0.2322601974	8.571428299	0.0006071368	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-24"	0	81587	-43.8598824195	94	0.0066582672	5.77902174	75.5714263916	0.0053529232	"China"	"2020-03-24"	3286	-7.0472891274	7	0.0004958284	0.2327560186	7.7142858505	0.0005464231	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-25"	0	81658	534.6790583241	71	0.0050291168	5.7840509415	79.4285736084	0.0056261346	"China"	"2020-03-25"	3290	-6.9733146154	4	0.0002833305	0.2330393493	6.7142858505	0.0004755905	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-26"	0	81781	22.7536079016	123	0.0087124137	5.7927632332	89.2857131958	0.006324342	"China"	"2020-03-26"	3299	-7.8591650489	9	0.0006374937	0.2336768508	6.8571429253	0.0004857095	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-27"	0	81872	12.5463335712	91	0.0064457692	5.7992091179	88.8571395874	0.0062939851	"China"	"2020-03-27"	3304	-8.7256843734	5	0.0003541631	0.2340310067	7	0.0004958284	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-28"	0	81964	9.3336537244	92	0.0065166019	5.8057255745	94.1428604126	0.006668386	"China"	"2020-03-28"	3307	-9.0174750891	3	0.0002124979	0.2342435122	6.4285712242	0.0004553526	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-29"	0	82058	8.9237746984	94	0.0066582672	5.8123841286	89	0.0063041039	"China"	"2020-03-29"	3313	-8.1164466044	6	0.0004249958	0.2346685082	5.1428570747	0.0003642821	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-30"	0	82139	8.2061683283	81	0.005737443	5.8181214333	92.2857131958	0.00653684	"China"	"2020-03-30"	3318	-9.4417109191	5	0.0003541631	0.2350226641	5.5714287758	0.0003946389	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-03-31"	0	83786	4.1735741315	1647	0.11666134	5.934782505	314.1428527832	0.022251565	"China"	"2020-03-31"	3323	-9.3897573082	5	0.0003541631	0.2353768349	5.2857141495	0.000374401	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-01"	0	84002	4.2191042205	216	0.0152998483	5.9500827789	334.8571472168	0.0237188116	"China"	"2020-04-01"	3332	-12.7326473681	9	0.0006374937	0.2360143214	6	0.0004249958	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-02"	0	84129	4.8538072472	127	0.0089957444	5.9590783119	335.4285583496	0.0237592887	"China"	"2020-04-02"	3339	-13.2939410253	7	0.0004958284	0.2365101576	5.7142858505	0.0004047579	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-03"	0	84265	5.1230415804	136	0.0096332375	5.9687113762	341.8571472168	0.0242146403	"China"	"2020-04-03"	3348	-15.5881107016	9	0.0006374937	0.2371476442	6.2857141495	0.0004452337	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-04"	0	84363	5.8601590558	98	0.0069415979	5.9756531715	342.7142944336	0.024275355	"China"	"2020-04-04"	3353	-16.1150065079	5	0.0003541631	0.237501815	6.5714287758	0.0004654716	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-05"	0	84467	6.0933658439	104	0.0073665935	5.9830198288	344.1428527832	0.0243765432	"China"	"2020-04-05"	3357	-18.1963026311	4	0.0002833305	0.2377851456	6.2857141495	0.0004452337	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-06"	0	84611	6.4883276829	144	0.0101998989	5.9932198524	353.1428527832	0.0250140373	"China"	"2020-04-06"	3361	-21.8810023776	4	0.0002833305	0.2380684763	6.1428570747	0.0004351147	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-07"	0	84692	23.5472780324	81	0.005737443	5.9989571571	129.4285736084	0.0091677662	"China"	"2020-04-07"	3362	-24.4507840324	1	0.0000708326	0.2381393015	5.5714287758	0.0003946389	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-08"	0	84909	33.5176022345	217	0.015370681	6.0143280029	129.5714263916	0.009177885	"China"	"2020-04-08"	3366	-19.4473593657	4	0.0002833305	0.2384226322	4.8571429253	0.0003440442	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-09"	0	85024	43.4879720731	115	0.0081457524	6.0224733353	127.8571395874	0.0090564573	"China"	"2020-04-09"	3372	-20.4820199002	6	0.0004249958	0.2388476282	4.7142858505	0.0003339252	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-10"	0	85115	55.6574247668	91	0.0064457692	6.02891922	121.4285736084	0.0086011048	"China"	"2020-04-10"	3373	-13.2502538835	1	0.0000708326	0.2389184684	3.5714285374	0.0002529737	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-11"	0	85208	84.1844600231	93	0.0065874346	6.0355067253	120.7142868042	0.0085505107	"China"	"2020-04-11"	3379	-14.4035052132	6	0.0004249958	0.2393434495	3.7142856121	0.0002630926	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-12"	0	85377	37.8080903865	169	0.0119707147	6.0474772453	130	0.0092082415	"China"	"2020-04-12"	3381	-18.1208778134	2	0.0001416653	0.2394851148	3.4285714626	0.0002428547	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-13"	0	85489	-10.108715553	112	0.0079332544	6.055410862	125.4285736084	0.0088844355	"China"	"2020-04-13"	3385	-16.0097134515	4	0.0002833305	0.2397684455	3.4285714626	0.0002428547	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-14"	0	85569	-9.5800224806	80	0.0056666103	6.0610771179	125.2857131958	0.0088743167	"China"	"2020-04-14"	3387	-15.9144119961	2	0.0001416653	0.2399101108	3.5714285374	0.0002529737	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-15"	0	85668	-8.2211574992	99	0.0070124306	6.068089962	108.4285736084	0.0076802811	"China"	"2020-04-15"	3389	-12.830524765	2	0.0001416653	0.2400517762	3.2857143879	0.0002327358	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-16"	0	85774	-8.1032461315	106	0.0075082588	6.0755982399	107.1428604126	0.0075892103	"China"	"2020-04-16"	3391	-10.2430355484	2	0.0001416653	0.2401934415	2.7142856121	0.00019226	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-17"	0	86187	-11.5091815881	413	0.0292538758	6.1048517227	153.1428527832	0.0108475117	"China"	"2020-04-17"	4686	2.951132602	1295	0.0917282552	0.3319216967	187.5714263916	0.013286178	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-18"	0	86258	-11.1707864886	71	0.0050291168	6.1098809242	150	0.0106248949	"China"	"2020-04-18"	4687	2.9728468856	1	0.0000708326	0.3319925368	186.8571472168	0.013235583	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-19"	0	86321	-9.7538220789	63	0.0044624559	6.1143436432	134.8571472168	0.009552286	"China"	"2020-04-19"	4687	2.9374881452	0	0	0.3319925368	186.5714263916	0.0132153453	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-20"	0	86382	-9.2381102355	61	0.0043207905	6.1186642647	127.5714263916	0.0090362197	"China"	"2020-04-20"	4688	2.8640459385	1	0.0000708326	0.3320633769	186.1428527832	0.0131849879	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-21"	0	86452	-40.3606413865	70	0.0049582841	6.1236224174	126.1428604126	0.0089350305	"China"	"2020-04-21"	4691	2.8441044379	3	0.0002124979	0.3322758675	186.2857208252	0.0131951068	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-22"	0	86508	-49.4815109438	56	0.0039666272	6.1275892258	120	0.0084999157	"China"	"2020-04-22"	4692	2.7856853249	1	0.0000708326	0.3323467076	186.1428527832	0.0131849879	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-23"	0	86548	-40.0854300418	40	0.0028333052	6.1304225922	110.5714263916	0.0078320652	"China"	"2020-04-23"	4693	2.6620773002	1	0.0000708326	0.3324175179	186	0.0131748691	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-24"	0	86594	-11.5489732323	46	0.0032583009	6.1336808205	58.1428565979	0.0041184113	"China"	"2020-04-24"	4694	-7.1640704292	1	0.0000708326	0.332488358	1.1428571939	0.0000809516	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-25"	0	86632	-9.7293335738	38	0.0026916401	6.1363725662	53.4285697937	0.0037844863	"China"	"2020-04-25"	4695	-7.7461265793	1	0.0000708326	0.3325591981	1.1428571939	0.0000809516	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-26"	0	86661	-8.8172950018	29	0.0020541463	6.1384267807	48.5714302063	0.003440442	"China"	"2020-04-26"	4696	-8.5499842306	1	0.0000708326	0.3326300383	1.2857142687	0.0000910705	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-27"	0	86692	-8.6007900514	31	0.0021958116	6.140622139	44.2857131958	0.0031368737	"China"	"2020-04-27"	4696	-8.233164546	0	0	0.3326300383	1.1428571939	0.0000809516	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-28"	0	86754	-8.2726055236	62	0.0043916232	6.1450138092	43.1428565979	0.003055922	"China"	"2020-04-28"	4697	-6.4518358887	1	0.0000708326	0.3327008486	0.8571428657	0.0000607137	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-29"	0	86783	-8.4680739278	29	0.0020541463	6.1470680237	39.2857131958	0.0027827104	"China"	"2020-04-29"	4697	-6.029471813	0	0	0.3327008486	0.7142857313	0.0000505947	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-04-30"	0	86828	-6.8147997596	45	0.0031874683	6.1502556801	40	0.0028333052	"China"	"2020-04-30"	4697	-1.6746913169	0	0	0.3327008486	0.571428597	0.0000404758	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-01"	0	86850	-6.4856560574	22	0.0015583178	6.1518139839	36.5714302063	0.0025904505	"China"	"2020-05-01"	4698	-1.6746913169	1	0.0000708326	0.3327716887	0.571428597	0.0000404758	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-02"	0	86858	-6.0868006072	8	0.0005666611	6.1523804665	32.2857131958	0.0022868821	"China"	"2020-05-02"	4698	-1.5966817623	0	0	0.3327716887	0.4285714328	0.0000303568	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-03"	0	86842	-5.6608338132	-16	-0.0011333221	6.1512470245	25.8571434021	0.0018315294	"China"	"2020-05-03"	4699	-1.5968827161	1	0.0000708326	0.3328425288	0.4285714328	0.0000303568	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-04"	0	86838	-5.1440944843	-4	-0.0002833305	6.1509637833	20.8571434021	0.0014773663	"China"	"2020-05-04"	4699	-1.5970838744	0	0	0.3328425288	0.4285714328	0.0000303568	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-05"	0	86855	-4.3521919777	17	0.0012041547	6.1521682739	14.428571701	0.0010220137	"China"	"2020-05-05"	4699	-1.4973527726	0	0	0.3328425288	0.2857142985	0.0000202379	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-06"	0	86877	-4.3387028703	22	0.0015583178	6.1537265778	13.428571701	0.000951181	"China"	"2020-05-06"	4699	-1.4975299066	0	0	0.3328425288	0.2857142985	0.0000202379	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-07"	0	86888	-3.7109788875	11	0.0007791589	6.1545057297	8.571428299	0.0006071368	"China"	"2020-05-07"	4701	-1.6771244624	2	0.0001416653	0.3329841793	0.571428597	0.0000404758	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-08"	0	86905	-4.641445343	17	0.0012041547	6.1557097435	7.8571429253	0.0005565421	"China"	"2020-05-08"	4702	-11.9665790395	1	0.0000708326	0.3330550194	0.571428597	0.0000404758	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-09"	0	86934	-5.8170733648	29	0.0020541463	6.157763958	10.8571424484	0.00076904	"China"	"2020-05-09"	4702	-11.9665790395	0	0	0.3330550194	0.571428597	0.0000404758	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-10"	0	86973	-9.3218216599	39	0.0027624725	6.1605262756	18.7142848969	0.001325582	"China"	"2020-05-10"	4703	-11.9665790395	1	0.0000708326	0.3331258595	0.571428597	0.0000404758	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-11"	0	86980	-10.0762071347	7	0.0004958284	6.1610221863	20.2857151031	0.0014368905	"China"	"2020-05-11"	4704	-16.5094941878	1	0.0000708326	0.3331966996	0.7142857313	0.0000505947	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-12"	0	87002	-11.9554397331	22	0.0015583178	6.1625804901	21	0.0014874852	"China"	"2020-05-12"	4704	-53.2249762369	0	0	0.3331966996	0.7142857313	0.0000505947	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-13"	0	87016	-11.6376982811	14	0.0009916568	6.1635723114	19.8571434021	0.0014065336	"China"	"2020-05-13"	4704		0	0	0.3331966996	0.7142857313	0.0000505947	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-14"	0	87032	-13.1027285812	16	0.0011333221	6.1647052765	20.571428299	0.0014571284	"China"	"2020-05-14"	4704	-18.996816284	0	0	0.3331966996	0.4285714328	0.0000303568	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-15"	0	87052	-16.5735043446	20	0.0014166526	6.1661219597	21	0.0014874852	"China"	"2020-05-15"	4704	-14	0	0	0.3331966996	0.2857142985	0.0000202379	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-16"	0	87070	-22.3362905945	18	0.0012749874	6.1673970222	19.428571701	0.0013761768	"China"	"2020-05-16"	4705	-33.7318917551	1	0.0000708326	0.3332675099	0.4285714328	0.0000303568	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-17"	0	87092	-24.4418619308	22	0.0015583178	6.1689553261	17	0.0012041547	"China"	"2020-05-17"	4705	-23.9331580789	0	0	0.3332675099	0.2857142985	0.0000202379	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-18"	0	87119	-60.9259663692	27	0.001912481	6.1708679199	19.8571434021	0.0014065336	"China"	"2020-05-18"	4705	-8.83301655	0	0	0.3332675099	0.1428571492	0.0000101189	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-19"	0	87135	124.1487715514	16	0.0011333221	6.1720013618	19	0.00134582	"China"	"2020-05-19"	4706		1	0.0000708326	0.3333383501	0.2857142985	0.0000202379	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
"CHN_None_None2020-05-20"	0	87151	38.6132248523	16	0.0011333221	6.1731343269	19.2857151031	0.0013660579	"China"	"2020-05-20"	4706	-14	0	0	0.3333383501	0.2857142985	0.0000202379	"CHN"	false	"China"	"JHU COVID-19 Data Repository"
