"","BA.5","BA.4","BA.4.1","BA.5.1","BA.5.1.1","BA.5.1.10","BA.5.1.22","BA.5.1.23","BA.5.1.30","BA.5.2","BA.5.2.1","BA.5.2.20","BA.5.2.9","BA.5.5","BA.5.6","BE.1","BE.1.1","BE.3","BF.10","BF.26","BF.5","CHN_BA524849","BF.7","BQ.1","BQ.1.1","BA.4.6","CHN_BF714"
"BA.5.2.1",0.569553362873728,0.702970424801475,0.76348787077629,0.86121869531035,0.581948252984846,0.575262371102794,0.532624403134821,0.587925901892524,0.550463563667705,0.860893191841014,1,0.591178977218177,0.607608014266978,0.833451746748675,0.724635052240726,0.663637413050351,0.642959825804873,0.529865542166271,0.684146971791197,0.571456716921757,0.662182299905683,0.639050234846803,0.695987949871477,0.687599839164388,0.746309940001267,0.781930367682424,0.502624498856356
"BA.5.2.20",0.367345600762001,0.457283030085517,0.513010910474757,0.562823746419495,0.373582874544187,0.387047183427913,0.357659675499125,0.37210251283655,0.37364989947144,0.578306438404835,0.591178977218177,1,0.419356823514412,0.535788032055313,0.495887715697229,0.458762701952616,0.422064601451749,0.359756764409067,0.459973573351941,0.36315776888674,0.424532290466493,0.457884866162439,0.469054670951224,0.467522372528958,0.513364905081311,0.519345047847143,0.365602256422653
"BA.5.2.9",0.371755472801345,0.482544595791922,0.529125560987301,0.569120873883353,0.400351605932716,0.378302443371779,0.392172316270875,0.386225343745763,0.3703150664549,0.587024913175173,0.607608014266978,0.419356823514412,1,0.55630308360346,0.530457048037234,0.456965997135906,0.451488565074975,0.374597451077926,0.469027754713061,0.391258398841072,0.44037766547824,0.449352329917635,0.45672599151985,0.482601809575139,0.533731300580712,0.546648085354882,0.343576448522786
"BA.5.5",0.530927736672136,0.64010169431469,0.698665992655975,0.804987226472869,0.548165982166163,0.530619977400643,0.487532830885393,0.559209069066402,0.49994314231989,0.780406784640301,0.833451746748675,0.535788032055313,0.55630308360346,1,0.663898665021705,0.601533567429963,0.596357296024523,0.486507734646703,0.625417155693921,0.509832437066267,0.59952460940366,0.578830696335909,0.641575185919328,0.626574284600687,0.683244270490693,0.71970075517667,0.450785917283825
"BA.5.6",0.473100317716695,0.587519126140962,0.649015372359226,0.685335979150273,0.471874795291635,0.453352599812306,0.480428817083379,0.464346553145379,0.455570139001141,0.712182590427138,0.724635052240726,0.495887715697229,0.530457048037234,0.663898665021705,1,0.569036606086869,0.548460434422087,0.451809611319492,0.588298159895366,0.466946912639558,0.529855542269601,0.533732430550251,0.540362619809447,0.58843201838804,0.657240244867753,0.660021444489791,0.410038051015329
"BE.1",0.452597620354883,0.544985659047706,0.571043635761825,0.642625030378302,0.430324118632893,0.415167515510482,0.428607087861416,0.438652816765217,0.415295842683981,0.661047555076517,0.663637413050351,0.458762701952616,0.456965997135906,0.601533567429963,0.569036606086869,1,0.497945048989209,0.400215457718684,0.529358658747648,0.410335183578564,0.475123939801014,0.500186041273651,0.525099288881834,0.498198636902056,0.551877857376962,0.600294166108798,0.397756999403654
"BE.1.1",0.428559119264392,0.534585256055336,0.554236857186023,0.632536886448802,0.417401682045544,0.398075807062563,0.414547819465574,0.418329356125973,0.381787040272783,0.641540802094507,0.642959825804873,0.422064601451749,0.451488565074975,0.596357296024523,0.548460434422087,0.497945048989209,1,0.390528749903401,0.513876438070362,0.410976602605404,0.462582078540154,0.479061662792734,0.483553381853918,0.53776115987164,0.59117090147214,0.586474065886377,0.357419319766635
"BE.3",0.326115744013575,0.41426574923424,0.464618891333257,0.508278878566603,0.350050734691995,0.339509855367591,0.333165124766622,0.363439926968881,0.3202088252105,0.524021446556013,0.529865542166271,0.359756764409067,0.374597451077926,0.486507734646703,0.451809611319492,0.400215457718684,0.390528749903401,1,0.426272137130341,0.353969529412334,0.39020154841485,0.377269666208091,0.375944930194394,0.413465447148027,0.469194467519362,0.482755958382001,0.293802578052986
"BF.10",0.430409408141668,0.539931857975584,0.590993188958122,0.650250972494119,0.447257545421231,0.447014429467819,0.433316246107145,0.439233548509779,0.41098939791088,0.679991536639326,0.684146971791197,0.459973573351941,0.469027754713061,0.625417155693921,0.588298159895366,0.529358658747648,0.513876438070362,0.426272137130341,1,0.450690773239029,0.483232139867075,0.511140777723852,0.52541730404955,0.546878258582309,0.598032262002772,0.612231151568347,0.400044523957315
"BF.26",0.356095801949344,0.44444505606182,0.481005751696376,0.545061381078827,0.375176811699433,0.366849565977216,0.351330183504355,0.367071673957215,0.327028755818052,0.539582002474537,0.571456716921757,0.36315776888674,0.391258398841072,0.509832437066267,0.466946912639558,0.410335183578564,0.410976602605404,0.353969529412334,0.450690773239029,1,0.412766927082297,0.410324238663134,0.427540486547651,0.443976847233946,0.471183410263134,0.477556598957658,0.317175300437911
"BF.5",0.395874011719104,0.511442385321811,0.55151531527905,0.627773281113357,0.427720060944566,0.424559481254616,0.397025298797368,0.422696323267371,0.397772912102318,0.635677684240969,0.662182299905683,0.424532290466493,0.44037766547824,0.59952460940366,0.529855542269601,0.475123939801014,0.462582078540154,0.39020154841485,0.483232139867075,0.412766927082297,1,0.46207812000525,0.51809002195805,0.505925358380328,0.549701905851587,0.570155244266543,0.357370899096861
"CHN_BA524849",0.429284670234374,0.534778119923081,0.554322282213812,0.608605051490596,0.404720630351169,0.404824367117196,0.407498386478129,0.411671834650239,0.395398678920245,0.645732771906689,0.639050234846803,0.457884866162439,0.449352329917635,0.578830696335909,0.533732430550251,0.500186041273651,0.479061662792734,0.377269666208091,0.511140777723852,0.410324238663134,0.46207812000525,1,0.506378053881425,0.518862421265198,0.567529681468596,0.571358073806916,0.479651184908422
"BF.7",0.442729091877786,0.545207963848419,0.595411477624967,0.66455014797115,0.440653290096011,0.449320283583988,0.403147150001001,0.460642409543955,0.415401494910897,0.665379125840072,0.695987949871477,0.469054670951224,0.45672599151985,0.641575185919328,0.540362619809447,0.525099288881834,0.483553381853918,0.375944930194394,0.52541730404955,0.427540486547651,0.51809002195805,0.506378053881425,1,0.543027595287143,0.596857427987026,0.610804912873724,0.408537141608797
"BQ.1",0.436937330025759,0.553534687461411,0.602918138420802,0.652966953959304,0.43439624940409,0.439044321377193,0.456908303060855,0.438168929378919,0.428598867163291,0.686201179441701,0.687599839164388,0.467522372528958,0.482601809575139,0.626574284600687,0.58843201838804,0.498198636902056,0.53776115987164,0.413465447148027,0.546878258582309,0.443976847233946,0.505925358380328,0.518862421265198,0.543027595287143,1,0.713878074041326,0.630805073683737,0.405483720629245
"BQ.1.1",0.457915129470521,0.611078026289744,0.660988237521354,0.712347087382352,0.484369637636668,0.471684974498297,0.498096891574224,0.475576485507865,0.466202782115716,0.764534310217566,0.746309940001267,0.513364905081311,0.533731300580712,0.683244270490693,0.657240244867753,0.551877857376962,0.59117090147214,0.469194467519362,0.598032262002772,0.471183410263134,0.549701905851587,0.567529681468596,0.596857427987026,0.713878074041326,1,0.684462568619248,0.442458466430046
"BA.4.6",0.501784108570091,0.653326981807697,0.718921607290441,0.733067616513576,0.495391439911457,0.484950939249081,0.475088844944855,0.492778239103237,0.483675486826725,0.766788430182594,0.781930367682424,0.519345047847143,0.546648085354882,0.71970075517667,0.660021444489791,0.600294166108798,0.586474065886377,0.482755958382001,0.612231151568347,0.477556598957658,0.570155244266543,0.571358073806916,0.610804912873724,0.630805073683737,0.684462568619248,1,0.445285910115436
"CHN_BF714",0.315353463274446,0.407203994120398,0.420933624290889,0.482432269236863,0.311728799100955,0.320695506152854,0.305428806545112,0.333835194413988,0.311307990748406,0.507737342670017,0.502624498856356,0.365602256422653,0.343576448522786,0.450785917283825,0.410038051015329,0.397756999403654,0.357419319766635,0.293802578052986,0.400044523957315,0.317175300437911,0.357370899096861,0.479651184908422,0.408537141608797,0.405483720629245,0.442458466430046,0.445285910115436,1
